Publication Year,Author,Title,Url,Abstract,Keywords,Downloads
2016,Emma Murphy; Martyn Evans,20th Century Boys: Pioneering British Design Thinkers,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1449&context=drs-conference-papers,"The history of modern British design is often told though well‐known design icons such as the Mini, red double decker bus and the mini skirt. While these iconic designs are notable due to their significant contribution they make to the identity of British design, there is another, untold history that has the potential to provide insight into the foundations of contemporary design consultancy and design research. This paper considers the complex interactions between pioneering British design thinkers, manufacturers, consumers and educators as a means of uncovering an alternative history of British design, one that examines the culture of designing (its social history) as well as the artefacts it produced (its material culture). Based on biographical interviews and initial archival research, the paper profiles five pioneering design thinkers - Misha Black, Michael Farr, Bruce Archer, James Pilditch, and Peter Gorb - and discusses their contribution to design across corporate, consultancy, education and research domains.",pioneering British design thinkers; legacy; material culture; biographical narratives,139
2016,Ricardo Sosa; Pete Rive; Andy M. Connor,60 years of creativity in business organizations,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1370&context=drs-conference-papers,This paper analyses the role of creativity in business organizations by examining the core ideas of an article published sixty years ago as a way to elucidate how relevant they are today in view of the research literature. The paper proposes the use of computational social simulations to support systematic reasoning about some of these longstanding issues around organizational creativity. An example of an agent-based simulation to study team ideation is presented to support systematic reasoning about the role of creativity in business organizations and to articulate future lines of inquiry.,organizational culture; design thinking; computational simulations; creative teams,85
2016,Tamami Komatsu; Manuela Celi; Francesca Rizzo; Alessandro Deserti,A case based discussion on the role of Design Competences in Social Innovation,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1312&context=drs-conference-papers,"Thus far, many contributions in the field of design have described design’s role in the life cycle of a successful Social Innovation (SI). Design, in fact, has been proposed by many authors to be the most suitable approach to developing SI initiatives from their start-up to release. In particular, some authors have proposed Design Thinking as the best methodology for the development of new SIs; while others, promote Participatory Design as the best method to support SIs, heralding its process of collaboration, networking and coproduction. Nevertheless, many research results have demonstrated that the need to find a balance between social and economic objectives is one of the main barriers to SI. This paper discusses these general results as they have been elaborated in the context of the SIMPACT European project and focuses on the value of design competences to better design SI products, services and brands, which is explored through the discussion of two well established cases of SI in Europe.","social innovation; design thinking, design competences; SI economic and social value",145
2016,Li -Chen Ou,A comparison between colour preference and colour harmony – taking athletic shoe design as an example,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1279&context=drs-conference-papers,"A psychophysical experiment was conducted using athletic shoes as an example to study colour preference and colour harmony. A total of 404 test images were generated from two original shoe images, one from Nike and the other from Adidas, each manipulated by varying the two-colour combination of the shoe design, including the main colour of the shoe and the logo colour. Twenty observers participated in the experiment. Each observer was asked to rate the shoe images using two semantic scales: like/dislike and harmonious/disharmonious. The experimental results show that the colour preference rating relied strongly on the main colour of the shoe regardless of the logo colour, while the colour harmony rating was affected not only by hue similarity but also lightness difference between the main colour and the logo colour.",colour preference; colour harmony; shoe design,154
2016,Priscilla Cheung-Nainby; John Lee; BingXin Zi; Astury Gardin,A Creative Ontological Analysis of Collective Imagery during Co - Design for Service Innovation,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1434&context=drs-conference-papers,"This paper describes an ontological attempt in the understanding of co-design activity in the wild within the context of service innovation. The research has an aim to analyse the transformation of ideas during co-design by examining informal data from a workshop that inspired villagers in Turkey to innovate collaboratively. Contrary to the often process-oriented analysis of co-design activity, the workshop facilitates designing by envisioning and enacting participants’ collective imagery in physical forms in an iterative cycle of deconstruction, construction and reconstruction. We report an understanding of the ontology established to describe and analyse the informal data collected from the physical forms of collective imagery. A machine learning approach is used to underpin assumptions made in the understanding of the activity based on the ontology. The analysis suggests the frequency and relevancy of ideas significantly influenced the possibility that an idea will become part of a design solution. An evaluation of the machine learning analysis delivers insights into the understanding of data collected during co-design in the wild.","Co-Design, Design Ontology, Service innovation, Machine Learning",159
2016,Farzaneh Eftekhari; Tsai Lu Liu,"A Design Approach for Risk Communication, the Case of Type 2 Diabetes",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1324&context=drs-conference-papers,"Type 2 diabetes continues to grow significantly around the world as a result of nutrition transition and obesity. Prevention methods depends on how well individuals at risk adapt to a healthy nutritional lifestyle and increase their physical exercise. It is an emergent situation for diabetes risk communication and education programs specifically in vulnerable societies. This study leverages an interactive platform for diabetes risk communication using human-object interaction. The approach is based on an ‘object-based learning’ method for communicating risk. The designed object has elements to motivate and support the community toward an increase in physical activity and a healthy diet. Furthermore, this research looks at risk perceptions and stakeholder engagement of lay people from vulnerable communities. Understanding risk perception and misconception is important to provide diabetes educational services in accordance to local demands.","Risk Communication, Design for Behaviour Change, Human-Object Interaction, Mental Model",140
2016,Paul Chamberlain; Claire Craig,A Design Primer for the Domestication of Health Technologies,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1447&context=drs-conference-papers,As the population ages and places increasing pressures on health services there is widespread acceptance that we have to radically rethink how care is delivered. There is a growing body of research that focuses on telehealth to support self-care and a shift of traditional care from hospital to the home environ. This paper explores the culture and practice of health interventions that have previously resided within the domain of the hospital and the implications of this shift when they infiltrate the private space of the home. Research undertaken by the authors using a critical artefact methodology highlights collaborative approaches between design and health are critical to both understand these two disparate environments and that careful consideration is required when developing appropriate new landscapes and paradigms for care. This presents opportunity for design both in developing solutions but also within creative research approaches to understand the complexity of the challenges.,"design methodology, tele-health, to-design, user-centred",89
2016,Emmanouil Chatzakis; Neil Smith; Erik Bohemia,A Multilevel Approach to Research ‘Obscure’ Innovation Processes and Practices,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1417&context=drs-conference-papers,"The paper’s aim is to discuss a need for a multilevel research approach to investigate innovation practices in organisations. We argue that this approach overcomes some of the limitations of the single level research methods commonly used investigating innovation performance and success. Specifically, the multilevel research approach allows researchers and subsequently organisations to take into consideration ‘obscured’ practices within innovation processes. First, we put forward a motion that innovation processes permeate the formalised organisational structures and practices. Then, we outline a case where many of the practices associated with innovation are ‘obscured’. This is followed with discussion on how the commonly used single level research methods fail to take into consideration these obscured factors. We then introduce Activity Theory and propose a multilevel framework which aims to overcome the shortfalls of the previous analytical methods.","activity theory, new product development, analytical methods, organisational agility",87
2016,Piotr Michura; Stan Ruecker; Celso Scaletsky; Guilherme Meyer; Chiara Del Gaudio; Gerry Derksen; Elizabeth Jernegan; Juan de la Rosa; Xinyue Zhou; Priscila Ferronato,A Physical Modeling Tool to Support Collaborative Interpretation of Conversations,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1412&context=drs-conference-papers,"In this paper, we describe our work on producing physical tools for people doing collaborative text interpretation of conversational texts. Recognizing that although there is a linearity to conversation, we nonetheless believe that in many cases the content might better be represented as a physical, spatial object, where parts of the discussion can be modified out of their initial sequence, other parts can be added or subtracted, and gaps can be identified and filled. We prepared a series of functional prototypes of a toolkit consisting of a set of separate elements, which could be assembled into large spatial structures. While addressing research questions on how the artifacts facilitate cooperation, interaction and communication, we found the significant advantage of this kind of modeling is its ability to facilitate shared collaborative understanding without compromising individual perspectives. It also prompted discussion on the metalevel of conversation.","conversational model, collaboration, hermeneutics, social media",107
2016,Joon Sang Baek; Sojung Kim; Yoonee Pahk,A sociotechnical framework for the design of collaborative services: diagnosis and conceptualisation,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1328&context=drs-conference-papers,"This study was motivated by the finding that there is a lack of design knowledge in the area of systems design of collaborative services. This study introduces a framework for developing service design strategies to foster collaborative communities and support social innovation. Based on the sociotechnical systems design, the framework allows designers to conceive the strategies, which belong to the domain of technical system, with an understanding of the social system of an organisation. It aims to achieve a seamless interaction between the social and technical systems of a community, leading to increased impact of social innovations. Social network analysis was used to understand social relations, and a co-design workshop to generate design strategies to foster them. For validation, the framework was applied to a community enterprise in South Korea. The paper discusses the effectiveness of the framework and concludes with its broad implications to the design of socially sustainable services.","sociotechnical systems, service design, sustainability, social innovation",199
