Publication Year,Author,Title,Url,Abstract,Keywords,Downloads
2020,Rina Bernabei; Jacqueline Power,3D Printing Craft: weaving and oozing,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1092&context=drs-conference-papers,"This paper explores digital fabrication in the form of 3D ceramics printing. Three iterative case study examples of design work of one of the authors are provided. The case study examples are positioned as research through design, as the designs embody elements of both materials research and development. An underlaying framework of the authors, titled ‘user-completion’, underpins the discussion and provides a mechanism for developing hybrid design artefacts. Throughout the paper, the notion of craft and risk, which are considered essential aspects of the craft process, are issues also engaged with, and what this means for a digital fabrication process questioned. The intersection of digital fabrication and ceramics facilitates a hybrid design approach, fusing processes and techniques from different disciplinary modes. It is proposed that this provides the opportunity for the discipline to engage in dialogue about the future of disciplinary practice and importantly, its craft.","digital fabrication, ceramics, craft, hybrid design",731
2020,Cara O'Sullivan; Farnaz Nickpour,50 Years of Inclusive Design for Childhood Mobility; Insights from an Illustrative Mapping Review,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1172&context=drs-conference-papers,"In recent years, the field of Inclusive Paediatric Mobility (IPM) has gained increasing interest from a variety of disciplines and stakeholders, including designers and engineers, healthcare professionals, policymakers, children and families. This has led to increased visibility and understanding, as well as the development of new products and services. However, knowledge around IPM design remains fragmented and with many issues around the desirability, feasibility, and viability of interventions. This is the first illustrative mapping review of the IPM design field to capture, classify, and analyse IPM design contributions chronologically over the past five decades. The review explores relationships between contributions, their context, and their significance in the landscape of IPM at the time. This paper outlines insights from the mapping review and highlights key trends, gaps, and issues in the IPM design field since 1970. Key themes and considerations are proposed for a framework to improve the future of IPM design.","Inclusive Design, Childhood, Mobility, Disability",584
2020,Karthikeya Satish Acharya; Matteo Campinoti; Mirko Presser,A Curated Chronology: Traits of Electro-Energy from Research-through-Design Practices,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1222&context=drs-conference-papers,"Over the past two decades a number of design-led projects undertaken on the topic of energy research have contributed to the research-through-design domain. We present selected studies from design and HCI undertaken as research-through-design on the topic of energy as a curated chronology. Four design practice-based research groups from different global regions engaging with energy related issues are discussed in a chronological presentation. Using descriptive analysis of these projects we interpret four specific traits of design for approaching energy as a design subject. The interpretation is presented through tracings of traits and are analysed in a sequence. Building such a curated chronology of prior projects we generate an approach for designing a relation building consumer reward system for a project on wind-based electricity production. With this we show that such a curated chronological approach can be interpretive and generative, complimenting and strengthening conventional literature reviews when undertaking research-through-design projects.","Research-through-Design, Energy Studies, Curation, Design Methods",205
2020,Daphne Menheere; Mathias Funk; Erik van der Spek; Carine Lallemand; Steven Vos,A Diary Study on the Exercise Intention-Behaviour Gap: Implications for the Design of Interactive Products,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1199&context=drs-conference-papers,"Increasingly aware of the importance of active lifestyles, many people intend to exercise more. One of the main challenges is to translate exercise intentions into actual exercise behaviour, the so-called intention-behaviour gap. To investigate barriers and enablers that affect this gap, we conducted a 7-day diary study with 16 participants. In this study, participants indicated what their exercise intentions and behaviour were per day, and whether and why they changed retrospectively during the day. Through the diary study, we gain insights into (i) the intention-behaviour interplay, and (ii) the experienced barriers and enablers that influence this interplay throughout the day. Based on the findings, we contribute new implications for design in supporting people translating their intentions into exercise behaviour, and propose three design concepts as examples. In these, the focus is on positively influencing the interplay of enablers and barriers of exercising and how these can be exemplified through design.","Exercising, Intention-behaviour gap, Diary study, Design Implications",479
2020,Marina Bos-de Vos,A framework for designing for divergent values,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1220&context=drs-conference-papers,"Designers increasingly collaborate with other actors to deliver designs that address diverse stakeholder needs. Such multidisciplinary design processes revolve around integrating various, often divergent values, including the ideals that collaborating actors have, and the different kinds of worth that they attempt to realize. As values are multidimensional and continuously in flux, the process of designing for divergent values requires conscious action. Existing theories of values and methods for integrating diverse, possibly competing values are still scattered across disciplines, leaving designers with little overview and handles for what they have to deal with. Synthesizing insights from workshops with architects and literature from a wide range of scholarly domains, this paper presents a first step towards an integrative framework that can help designers and design students to effectively discuss and reconcile divergent values in multidisciplinary settings.","Values, value co-creation, value framework, multidisciplinary collaboration","1339"
2020,Chien-Hsiang Chang; You-Hsun Wu; Chih-Chun Yang; Meng-Ting Wu; Ting-Yi Wu; Yi-Fan Liu; Chien-Hsu Chen; Yang-Cheng Lin,A Health Care Platform Design: Applying Novel Machine Learning Methods to Predict Chronic Cardiac Disease,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1209&context=drs-conference-papers,"With the aging of the global population, the number of people with chronic diseases is also increasing, and cardiac disease has become the main cause of human deaths worldwide. In this study, we propose an integrated detection system for measuring the blood pressure (BP), blood glucose (BG), blood lipids (BL), and heart rate (HR). Next, we employ five commonly used machine-learning-based (ML-based) data classification methods, namely, support vector machine (SVM), random forests (RF), k-nearest neighbors (KNN), XGBoost, and LightGBM, for predicting chronic cardiac disease. These five classification methods use the data of BP, BG, BL, and HR, to predict the chronic cardiac disease, whose result shows that RF and KNN have the highest prediction accuracy (88.52%) as compared to the new ML methods, such as XGBoost and LightGBM. In addition, the proposed system should serve as a platform for the long-term detection and tracking of users’ physical health.",Chronic disease; Cardiac disease; Machine learning; Data analysis,325
2020,Irma Cecilia Landa-Avila; Carolina Escobar-Tello; Gyuchan Thomas Jun; Rebecca Cain,A holistic outcome-based approach to co-create healthcare systems.,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1090&context=drs-conference-papers,"Healthcare needs to be delivered more holistically, in a way that addresses outcomes for different stakeholders at different levels. Systems thinking has conceptually helped the understanding of the increasing complexity of healthcare outcomes. However, little consideration has been given on how to practically apply this concept to holistic outcome understanding to (re)design healthcare systems. Therefore, this paper aims to develop and evaluate a holistic outcome-based approach to healthcare systems co-creation. Participatory mapping workshops and interviews to co-visualise outcomes as an interconnected system were conducted with two groups: twenty-three design practitioners/researchers and twenty-one patients and healthcare service providers. Results emerged from network analysis which identified critical outcomes, disagreements, gaps and opportunities for system (re)design. The results demonstrated the potential role that this approach could have in gathering, communicating and negotiating the complex needs of multiple stakeholders for healthcare system (re)design.","Systems Thinking, Participatory Design, Systems Visualisations, Healthcare outcomes",674
2020,Christoph Heinrich Walter Koch; Blair Kuys; Gianni Renda,A pilot study used to better construct a research direction to understand where industrial design fits within the 4th industrial revolution (Industry 4.0),https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1169&context=drs-conference-papers,"The industrial design profession is engaging with a new manufacturing revolution — Industry4.0 (I4.0). This new paradigm presents new opportunities and challenges for industrial designers. However, it is still unclear what knowledge industrial designers can contribute to manufacturers in an emerging I4.0 context. This pilot study serves to determine the current state of practice of industrial design, and to discover areas of improvement as well as strengths to build on. Most importantly, this study functions as the first step to better qualify questions for a subsequent online questionnaire survey, in conjunction with findings from literature. A focus group was conducted with an even ratio of males to females (n=6) of industrial designers and identified current and future problems and opportunities for industrial design practice and its preparedness for I4.0. The findings suggest poor communication between industrial design and industry, as well as confusion around what I4.0 entails and how to contribute.","Industrial design, Industry 4.0, design practice, qualitative",361
2020,Haider Ali Akmal; Paul Coulton,A Tarot of Things: a supernatural approach to designing for IoT,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1131&context=drs-conference-papers,"This paper looks at an alternative approach to design research for IoT, through a practical engagement with philosophy; based on the concept of Carpentry, introduced by design philosopher Ian Bogost. It presents this exploration through the design of a bespoke digital Tarot deck, rooted in Object-Oriented Ontology. This branch of philosophical inquiry withdraws from conventional perceptions of objects and people. Viewing them as equally important ‘things’, operating with a range of independent and interdependent perspectives; which have been described as “constellations”. Through our philosophical carpentry we present a Tarot of Things, which acts as boundary object, for understanding how taking constellation perspectives of networked IoT devices can produce new design approaches.","Object Oriented Ontology, Human Centred Design, Internet of Things, Carpentry",754
2020,Yifeng Wen; Ding-Bang Luh; Chi-Hua Wu,A Theoretical Model of Similarity Judgment based on Ideas of Form and Spirit,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1228&context=drs-conference-papers,"Similarity is demonstrably important across many areas of cognition. At present, the main idea is that the similarity of a pair of objects increase with its commonalities and decrease with its difference. However, it’s difficult to reasonably explain some counterintuitive situations that often occur. For example, people might find that someone looks similar with a dog, even though most shared features are dissimilar. Inspired by the ideas of form and spirit, we speculate that some key features of objects may have a greater impact on similarity judgment than the others. Therefore, this paper proposed a theoretical model of similarity judgment to illustrate the counterintuitive situation, indicating hierarchical or primary-secondary relationship among shared features between objects, expanding the scope of existing similarity theories. This model has potential applications in many aspects such as the development and protection of intellectual property, product design, game and film industries and so on.","The Ideas of Form and Spirit, Similarity Measurement; Similarity Judgment Models",440
2020,Miguel Montiel; Ricardo Sosa; Darryl Hocking,Activity Scenario Modelling: an emerging method for examining human-artefact interaction,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1145&context=drs-conference-papers,"Everyday activities are jointly shaped by people and artefacts. This points to the need for tools that designers can use to examine the joint agency of people and artefacts. This paper reports progress in developing Activity Scenario Modelling (ASM), a design approach that can be used for such purpose. ASM combines techniques of video analysis, discourse analysis and social network analysis. The paper provides an overview of the theoretical foundations of ASM and illustrates it by modelling an activity scenario from an online tutorial on tea-making. The paper also describes a research agenda to apply ASM in design for sustainability efforts.","design, agency; activity-scenario modelling, sustainability.",245
2020,Jiawei Huang; Ding Bang Luh; Chi Hua Wu,An exploration on influencing factors for personalized music selection in recreational fitness running activities,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1229&context=drs-conference-papers,"With the implementation of China's national fitness program, recreational fitness running has become one popular activity. Since there are less restrictions on the location for running, many runners like to listen to music during exercise to reduce the boringness or fatigue of running. Although it is supported that music can elevate mood for athletes, improve their athletic ability and enhance the effectiveness of training, it is also subject to different factors such as people's psychological state, education level, hobbies, and personality. In this vein, how to plan personalized music to fit various conditions of leisure fitness running became an important issue. From the users’ perspective, this research explores behavior of runners in the process of running, observes and interviews the personalized selection of music, and sorts out the framework and dimensions that could be further explored in the future, including interactive convenience, environmental factors and running state.","personalized, music selection, recreational fitness running",259
2020,Hillary Carey,Anti-Oppression Mindsets for Collaborative Design,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1174&context=drs-conference-papers,"There is a growing synergy between design research and social justice. As design moves from commercial contexts into the community, we become advocates for creating more inclusive and equitable systems. But the traditionally nonpolitical posture of design practice leaves us ill-equipped for approaching complex challenges. Learning new approaches to be open to other perspectives improves our insights and fosters deeper collaboration. Without an awareness of historical privilege and oppression, we can unintentionally harm the people with whom we collaborate. Design Research practices are not yet considerate of people at the margins– people we may be working side by side with to unravel wicked problems. Drawing from multi-cultural psychology and design for social justice, I propose ways that collaborative design projects can be more aware of power and equity throughout the process.","Racism, Social Justice, Decolonising Design, Collaboration",804
2020,Jack Atherton,Artful Design for Positive Design: A Case Study in VR,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1097&context=drs-conference-papers,"This article presents the philosophy of artful design as a viable lens for achieving the aims of subjective well-being set forth by the framework of positive design. Artful design is a design philosophy that presents both theoretical and pragmatic guidance to designers, offered via design principles intended to address human flourishing and humanistic values. First, we present several artful design principles, organizing these into a few categories. Next, we provide a case study of a virtual reality experience. We first comment on how its design was motivated by the aforementioned artful design principles. Then, we show how the virtual reality experience aligns with the goals of positive design. We finish by discussing how artful design is aligned with positive design, including how artful design's methods can aid positive design practitioners as well as how the philosophy of artful design might add nuance to the positive design framework.","positive design, artful design, design philosophy, aesthetics",444
