Publication Year,Author,Title,Url,Abstract,Keywords,Downloads
2014,Matt Sinclair; Ian Campbell,A Classification of Consumer Involvement in New Product Development,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2009&context=drs-conference-papers,"Processes such as co-design, crowdsourcing and open design are challenging previously held notions about the role of the consumer within New Product Development. The degree and validity of consumer involvement in product creation varies according to the process concerned, however to date little research exists to classify this involvement. In this paper the New Product Development process is divided into four phases: conception, specification, design and manufacture. The ability of the consumer to influence each phase when engaged in design activity is assessed. A graphical classification of New Product Development strategies is presented, mapped against the commitment of the designer to consumer involvement, and a number of new categories of design are proposed. The changing role of the designer from interpreter to facilitator of consumer wishes is also discussed.","New Product Development; Design Processes, User Participation; Consumer Design",527
2014,Youngchan Jeong; Sumi Kim; Joongseek Lee,A Design Process based on Field Research: An Adjustable Desk for Children in Rural India,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1952&context=drs-conference-papers,"Learning is an essential element for social, cultural, and economic growth in developing countries. Effective learning requires education materials like desks, books, and writing instruments. However, most students in developing countries do not have sufficient access to these basic materials. This research examines desk designs for children in developing countries that are having trouble in learning due to lacking education materials. We conducted field research in the West Bengal region of India over the past three years. The study was performed using human centered design (HCD) toolkit developed by IDEO. Because entire families were living together in a single small room, we found that what students needed most was study space. The desk we designed uses a folding structure so that it can be used in small spaces. It is also height-adjustable, making it possible for any students to use it. Moreover, it is designed for both floor-sitting and chair-sitting positions to meet the needs of local students. In this research, we utilize a design process that is based on field research and catering specifically to local needs to create suitable product for users in developing country. The findings of this research can apply to students of other developing countries.",Adjustable desk; Human Centered Design; Field Research; Research based design,298
2014,Timothy Whitehead; Mark Evans; Guy Bingham,A framework for design and assessment of products in developing countries,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1943&context=drs-conference-papers,"In an attempt to increase opportunity and quality of life for people in poverty, governments and non-government organisations (NGOs) sell and donate products to developing countries. Typically these are essential household items such as cookstoves, water filters, and solar lighting. However, to date there has been limited research into the uptake and long term effectiveness of these products. To overcome this problem and provide guidance to future and existing designers and NGOs an assessment framework has been created consisting of eight critical indicators for product success. These indicators have been identified from a literature review, the analysis of 63 products and 18 interviews with product designers and NGOs. The results have been presented in an easy to use assessment web which can assist designers in the design process and ensure that products designed for these markets are long-lasting and effective.","Developing Countries, Industrial Design, Product Design, Product Assessment, Product Development",151
2014,Anders Haug; Jacob Busch,A Framework of Ethical Nudges in the Design of Consumer Goods,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2041&context=drs-conference-papers,"This paper focuses on the use of nudging in the design of consumer goods. This perspective is different from most existing nudging literature, which tends to focus on nudging as a tool for policy makers. The change of focus to consumer goods has some implications in relation to existing classifications of nudging, namely that the nontransparent aspect of some types of nudges becomes less relevant. Instead this paper introduces a distinction of the nudging ability of a product as decisive or non-decisive for a purchase decision. This dimension is combined with a dimension from an existing framework to produce four distinct types of nudges in relation to the design of consumer goods. Through 12 examples, the paper demonstrates the relevancy of these four types of nudges. Finally, with a basis in the proposed framework, the paper discusses how designers/producers of consumer goods should proceed from here, and possible ethical ramifications of using nudges in design are highlighted.",Nudging; Industrial design; Consumer goods; Design ethics; Design activism,"1933"
2014,Daniela Rothkegel,A shift of perspective in design inquiries: from individual boundaries to common needs,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2002&context=drs-conference-papers,"This paper extends design and systems literature by evaluating issues in methodology and practice that maintain learning on an individual context and doesn´t allow an improvement of the whole system. The problem that has initiated this research is that it seems difficult for those engaged in a design process to reflect upon their own point of view in relation to other participants´ perspectives to identify the whole situation´s meaning. The idea of this research is to critically examine, from a practical design perspective, the framework of Critical-Systems-Heuristics (CSH) W. Ulrich, by taking previous critiques carried out and practical aspects derived from a case study under consideration. The purpose of this study is to identify issues of the current CSH-framework and to propose practical aspects to improve the same for civil engagement. In order to fulfill this purpose, strengths and weaknesses of the current framework have been evaluated in terms of what is currently possible through the framework and what are the consequences of that for practical engagement. This research identifies the need of methodological tools for designers that allow and support them to overcome individual boundaries in order to be able to engage into common needs of a system holistic.",Critical-Systems-Heuristics; Ulrich; rational; empirical; normative,110
2014,Hui Yun Yen; Po Hsien Lin; Rungtai Lin,A Study of Cultural Products and the Characteristics of Qualia,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1956&context=drs-conference-papers,"In recent years, countries worldwide have been attempting to use their culture as a feature in increasing the value of creative design for developing an aesthetic economy. The interface of product aesthetics gives people a sense of beauty and impression and encourages people to consume and collect. Therefore, successful products should conform to the 5 factors of qualia: attractiveness, beauty, creativity, delicacy, and engineering. We chose cultural products from the cultural creative awards in Taiwan to be the stimulus samples to investigate the participants’ psychological feelings. The purpose of this study was to discover the correspondence between product textures and consumers’ feelings, and to generate specific guidelines for design in the future. The findings are listed as follows: (a) Qualia characteristics should be considered in the market demand of cultural products. (b) The performance of the creativity and engineering characteristics of qualia should be emphasized. (c) From the perspective of cultural product preference, winning entries are more popular than non-winning entries. The guidelines developed in this study support the future development and growth of an aesthetic economy.",Cultural Product; Qualia; Aesthetic Economy,233
2014,Simon; Beth Cook; Mario Minichiello; Chris Lawrence,Academic integrity: differences between design assessments and essays,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2028&context=drs-conference-papers,"Perceptions of plagiarism and collusion in essays have occupied much research in academic integrity. This project explores such perceptions in relation to both text-based assessments such as essays and non-text-based assessment such as visual designs. The principal research instrument was an Australia-wide survey of academics and students who use nontext- based assessments. We find substantial differences between perceptions in the text and non-text environments. With design assessments, participants are less likely to think that basing work on that of another student, or using freely available material without referencing it, is plagiarism or collusion; but they are more likely to think that discussing tasks with others or asking others to improve their work is plagiarism/collusion. Some participants deemed particular practices acceptable despite identifying them as plagiarism/collusion, and some regarded practices as unacceptable despite not considering them to be plagiarism/collusion. As well as substantial differences in perceptions of plagiarism/collusion between text and non-text assessments, we find greater uncertainty regarding plagiarism and collusion in design assessments. This suggests a need for clear definitions of plagiarism and collusion for design assessments, and for universities to incorporate these definitions into their academic integrity policies and to implement appropriate educational strategies for academics and students.",Plagiarism; collusion; academic integrity; visual design; visual plagiarism; non-text-based assessment,199
2014,Gudur Raghavendra Reddy; Thea Blackler; Vesna Popovic; Doug Mahar,Adaptable interface model for intuitively learnable interfaces: an approach to address diversity in older users' capabilities,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1947&context=drs-conference-papers,"This study started with the aim to develop an approach that will help designers create interfaces that are more intuitive for older adults to use. Two objectives were set for this study: 1) to investigate one of the possible strategies for developing intuitive interfaces for older people; and 2) to investigate factors that could interfere with intuitive use. This paper briefly presents the outcome of the two experiments and how it has lead to the development of an adaptable interface design model that will help designers develop interfaces that are intuitive to learn and, over time, intuitive to use for users with diverse technology prior experience and cognitive abilities.",Interaction design; intuitive use; inclusive design method; older adults; prior experience,169
2014,Shu Yuan; Hua Dong,Adapting Data Collection Methods for Different Participants of the User Study: to Improve the Empathic Understanding between Designers and Users,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2012&context=drs-conference-papers,"Design probes were developed to help collect user data before a co-design workshop, with the aim to create an effective dialogue between the users and the designers, and to help designers quickly build empathic understanding. The trial probes were developed and handed out to four users: a chef with poliomyelitis, a 74-year-old university lecturer, and two much younger ladies who had hearing impairments. Early feedback was received from the users and used to adapt the data collection methods for each user. The rich data collected from the diverse means proved effective in facilitating the subsequent co-design workshop. Based on the reflections of the study, suggestions were proposed for adapting data collection methods for different participants of the study.",Collecting user data; Probes; Empathic understanding; Co-design,98
2014,Mads Nygaard Folkmann,"Agency, Context and Meaning: The Humanities and Design",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1991&context=drs-conference-papers,"The paper is a meta-discursive contribution to the discussion of how design can be understood as a medium of meaning formation and the questioning of meaning. Further, the paper makes a plea for the role of the humanities in formulating relevant questions in design through a conceptualization of the nature and scope of design. Three fundamental approaches to understanding design from the perspective of the humanities will be proposed: 1) The question of agency in design, i.e. what the role and agency of design can be conceived as in human life, which can be addressed in the historical perspective of design history, 2) the question of context in and of design, i.e. which contexts give meaning to design, a question that calls for interpretive models of cultural analysis of the circuit of design that acknowledge the phases and aspects of production, mediation and consumption, and 3) the question of meaning constituents in design, where the paper points to design philosophy as a framework for interests in aesthetic, ontological and phenomenological concerns in design. In the methodology of the paper, approaches from the humanities offer frameworks for understanding the role and nature of design in terms of meaning formulation and cultural contexts and, thus, for contesting the what, how and why of design.","The humanities, cultural context, design history, design philosophy, meaning constituents",479
2014,Levi Swann; Vesna Popovic; Alethea Blackler; Ben Kraal,Airport Security Screeners Expertise and Implications for Interface Design,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2019&context=drs-conference-papers,"This paper describes research investigating expertise and the types of knowledge used by airport security screeners. It applies a multi method approach incorporating eye tracking, concurrent verbal protocol and interviews. Results show that novice and expert security screeners primarily access perceptual knowledge and experience little difficulty during routine situations. During non-routine situations however, experience was found to be a determining factor for effective interactions and problem solving. Experts were found to use strategic knowledge and demonstrated structured use of interface functions integrated into efficient problem solving sequences. Comparatively, novices experienced more knowledge limitations and uncertainty resulting in interaction breakdowns. These breakdowns were characterised by trial and error interaction sequences. This research suggests that the quality of knowledge security screeners have access to has implications on visual and physical interface interactions and their integration into problem solving sequences. Implications and recommendations for the design of interfaces used in the airport security screening context are discussed. The motivations of recommendations are to improve the integration of interactions into problem solving sequences, encourage development of problem scheme knowledge and to support the skills and knowledge of the personnel that interact with security screening systems.",Airport Security; Eye Tracking; Intuition; Expertise; Interface Design,74
2014,Sara Ilstedt; Josefin Wangel,Altering expectations: how design fictions and backcasting can leverage sustainable lifestyles,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2044&context=drs-conference-papers,"Sustainable development calls for fundamental societal changes. Technological development alone won’t suffice; in order to reach sustainable development objectives there is a need to rethink the way we live our lives. Sustainable lifestyles are today however often depicted through a sacrifice-based cultural narrative, in which losses, rather than gains stand in focus. The paper takes its starting point in recognizing that the future is open and possible to influence, but also that (ideas about) the future influences present decisions. These ideas, or expectations, about the future thus provide an opportunity for intervention. Through presenting concrete and positive representations of what a sustainable future might imply in terms of everyday life, the expectations for such a future might be altered. This paper aims to explore how design fiction and backcasting can be used to alter expectations regarding sustainable lifestyles, through creating concrete and engaging visions of everyday life in a sustainable future. The paper also presents a project based on this approach as well as some early findings from this.",Sustainable lifestyles; Design fiction; Backcasting; Expectations; Sustainable design,459
