Publication Year,Author,Title,Url,Abstract,Keywords
2002,P. Rothstein,"a (x 4): Combining ethnography, scenario-building, and design to explore user experience",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2743&context=drs-conference-papers,"In today’s marketplace, developing new user experiences significantly influences success. Like never before, it has become vital to connect with consumers in experiential ways. “Recognizing experiences as a distinct economic offering,” note Joseph Pine and James Gilmore (1999), authors of The Experience Economy, “provides the key to future economic growth.” This paper describes a (x 4), a new method for designing user experiences. Drawing from elements found in market research, ethnography and design, a (x 4) is an effective tool that features a unique emphasis on visual and narrative communication. The paper includes: • background information about the emergence of user experience as a critical design challenge. • a full description of a (x 4), including theory and the application process. • results from a research project conducted to explore and evaluate the effectiveness of a (x 4).",
2002,M. Stacey; C. Eckert; C. Earl; L. Bucciarelli; P. J. Clarkson,A comparative programme for design research,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2749&context=drs-conference-papers,"As ‘designing’ is a diverse phenomenon, but design processes have many important features in common with some other design processes, we can gain insights into how and why designers do what they do by making cross-domain comparisons. In this paper we propose a research programme for design studies: systematising these insights by using comparisons between design processes to compile a catalogue of patterns of designing – sets of features of design processes linked by causal mechanisms, that in combination with each other give a wide range of design processes their distinctive forms. The catalogue of patterns should include patterns describing features at different levels, linked by different sorts of causal mechanisms, so that different theoretical views and scales of description should be integrated in a richer unified understanding of designing.",
2002,P. A. Rodgers; M. Strickfaden,A comparative study of iconic influences amongst British and Canadian design students,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2742&context=drs-conference-papers,"Design students encounter a wide variety of influences and inspiration during their education. Moreover, the knowledge and skills required and utilised whilst studying design encompasses both explicit and implicit knowledge, and iconic and canonic knowledge types. This paper explores, comparatively, the iconic influences amongst sets of British and Canadian undergraduate design students. Using naturalistic experimentation techniques, the study’s main objective is to investigate whether a student’s design influences, and subsequent artifact creation activities, are affected by their educational context, their economic situation, their gender or age, and their geographical conditions amongst others. With this in mind the study will seek to explore the ramifications of this comparative study in terms of undergraduate design curriculum development and the culture and sociology of designers and design practice, in general, in the future.",
2002,K. Alexiou; T. Zamenopoulos,A control based approach to artificial design and plan generation,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2678&context=drs-conference-papers,"In this paper we discuss artificial plan designing as a research field that deals with the development and use of computational models to support the generation of design descriptions in architecture and urban planning. We discuss some crucial methodological issues and we present a model for artificial design generation based on learning control methodologies. The design problem is defined as a search for ""coordinated"" solutions (changes) that satisfy distributed domain requirements and views expressed by human or artificial agents. The model is simulated for a land use and layout plan design problem seen within the context of a hypothetical urban development assignment.",
2002,P. E. Vermaas,A critical analysis of John Gero’s function-behaviourstructure model of designing,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2758&context=drs-conference-papers,"According to John Gero’s (1990) function-behaviour-structure model of designing, designers transform in three steps desired functions into a design description of an artefact that can perform these functions. Firstly, designers transform the functions into required behaviours of the artefact. Secondly, these required behaviours are transformed into a description of the structure of the artefact. And thirdly, designers transform this description of the structure into the design description that tells how the artefact can be manufactured. In this paper I present and review Gero’s model of designing and show that a precise understanding of this model depends on the precise meanings of the notions function, behaviour and structure. I consider three attempts to characterise functions, behaviours and structure of artefacts and assess how these characterisations affect the model. Also I consider an elaboration of the model by Rosenman and Gero (1998).",
2002,E. Tamaru; K. Hasuike; M. Tozaki,A field study methodology using self-photography of workplace activities,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2751&context=drs-conference-papers,"The design of a new tool or technology for a workplace should take into account the broad range of activities that go on in a given work environment. This paper describes an observation methodology in which the users -those who actually work in a given environment - photograph their own activities, acting as their own investigators. In this methodology, some visual tools are used to enhance communication in the design process. During follow-up interviews of the workplace activities between designers and workplace users, the self-photographs serve an important role as a medium to help designers understand how users function in the workplace. An interaction map, which visualizes the structure of the work practice, promotes and mediates interaction between the user community and the design team. In addition, the self-photography helps to give users a sense of participation in the investigation process. This helps users become involved in the design process thoroughly and smoothly. By applying this observation technique to three design projects, it is confirmed that the self-photo methodology is effective not only as an observation tool but also as a mediating tool among the various communities across the entire design process.",
2002,D. Pallez; P. Ghodous; M. Martinez,A geometric aid during the first stages of product collaborative design,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2735&context=drs-conference-papers,"The technological advances carried out these last years in the field of products development led the researchers to elaborate the approaches that reduce the cost and time of product development, enhance the quality of product and help the designers to be more creative. These objectives are difficult to obtain due to a large number of phases, which should be carried out during the product development and the large number of experts of different disciplines that are involved. Currently, computer aided systems and software have concentrated on the capture and representation of geometrical shape and technical information as opposed to providing supports for product design in the earlier stages of design process. In a non–routine design, it is delicate and extremely complex to obtain the best products answering customer’s specifications. The aim of this paper is to present a methodology to assist designers during the first stages of design. The objective is not to construct automatically the shape but both to automate a certain number of heavy and tiresome tasks, and assist designers during collaborative design. In the best case, this assistance makes the designers’ stimulation possible by presenting them the solutions that they had not thought of before.",
2002,K. Hasuike; T. Matsuo; K. Takeuchi; M. Tozaki,"A method for designing and analyzing interaction design at earlier phases of the design process - use of the scenario, performance, and description format",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2707&context=drs-conference-papers,"In this study, we explored a set of methodologies that can be used at earlier phases of the design process, for designing and analyzing interaction design. Our methodology features a prototyping method that adopts performance technique, an observation method using video from the view of a user and a view that includes the system as a whole, and a method for describing interaction scenarios. Our method aimed to use the scenario and performance as techniques for communicating new design concepts and sharing experiences between designers and users, and to promote interaction between the user community and the design team. We enacted two case studies regarding the adaptation of the methodology. In one case a designer role-played a user, and in another case real users enacted the performances. We evaluated and confirmed the effectiveness of the methodology through these practices.",
2002,D-B. Luh,A product design process model that can redefine business strategies,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2727&context=drs-conference-papers,"Manzini pointed out that “traditionally, ideas follow organizations; in the future, organizations follow ideas.” In a highly competing business environment, a company’s innovation capability defines its sustainability and good new product ideas are a key ingredient to company success. Industrial design deals mainly with new product development, in which innovation ideas are central. Designers view themselves as idea creators. But, why should future organizations follow the ideas proposed by designers? If designers’ ideas are to be followed by organizations, then a different design process thinking that can redefine company goals or suggest different business strategies is necessary. As a response, a business centered design process model is proposed, which consists of five steps: (1) Identifying new product ideas with attractive design potential from a user’s viewpoint, (2) Selecting appropriate company goals as design goals from a business perspective, (3) Defining new product concepts to reach the desired goals from a customer’s standpoint, (4) Specifying key design elements for less development efforts from a producer’s prospect, and (5) Translating design elements into physical entities or products. For verification, a product design workshop class taught by the author was employed. From students’ works, it can be asserted that the new procedure can be feasible and effective in developing new products that can meet market satisfaction and redefine business approaches. For illustration, a redesign work done by a student is demonstrated as an example. For further verification, theoretical analyses are conducted, resulting in supportive conclusions.",
2002,Y. Nagai; H. Noguchi,A research into the thinking modes in creative design process,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2731&context=drs-conference-papers,"The authors made four design experiments to know how student designers create design solutions in translating goal description to its visual form. Firstly, in experiment 1 and 2, several thinking types were found in the sketches of the subjects, and then confirmed that they could sum up to two thinking modes (Metaphor mode and Form-making mode) depending on the difficulty in translating the goal description to its visual form. In experiment 3, it was found that the subjects took varied ways with changing thinking modes to reach final sketches depending on the difficulties of goal descriptions. Lastly, in experiment 4, the subjects were given a very difficult goal description, and the experimenters analyzed the sketches and words written in the sketches. As the result, some hierarchies of meanings of goal description were found in the subjects’ thinking processes. The subjects seemed to search clues of translating word to form through low-leveled words. Consequently, the author asserted that to make creative design, designers need to go along a thinking path with repeated changes of the thinking modes.",
2002,S. Kim,A study in making a software development process visual,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2714&context=drs-conference-papers,"Recently, it has been more important for software designers to do the part in developing usercentered software. They produce visual document to help communication among developers. Visual diagram to analyze user need factors is based on user scenario. Case study of distributed virtualreality services in architectural process can show a sample of developing process visually. It is important to produce visual document of one combined opinion among developers in process of defining development boundary, developing main concept, and selecting development system. Visual document created by software designer is a step to recognize design factors in the process of collecting design factors of user and environment and analyzing design factor by user scenario. Also, in the process of interface and prototype development, visual document is needed for the concord process among developers. Those visual documents with visual language could help to define each developer’s role and duty, to develop user-centered concept and various interface proposals while developing software.",
2002,P. Boradkar,A very strange thing: commodity discourse in cultural theory and design,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2684&context=drs-conference-papers,"This paper attempts to bring to design dialogue an expanded meaning of the term “commodity” by revealing its presence and discussion in other disciplines via the writings of some of the predominant thinkers through history. Particularly germane to design are the notions of commodity fetishism and commodity aesthetics eloquently outlined in treatises by Karl Marx and Wolfgang Haug. Experiments in generating innovative forms largely perceived as imperative creative exercises in design are, according to Marxist thought, merely attempts to valorize capital. The redesign of product forms is labeled by Marxists as ‘aesthetic aging,’ and referred to as an activity with sole purpose of forcefully outdating existing products. Also critical is the notion discussed by Marx, and later by Walter Benjamin, that human (and maybe robotic) labor-power expended in the making of the commodity is invisible to the consumer, thereby degrading as a value. By referring to a commodity as a product (a visible, tangible termination of the process of design and manufacture), designers align themselves at the other extreme of this idea. Modernist thinking emphasized the visibility of function and means of manufacturing of products, revealing an interesting antithesis. Theodor Adorno likens the production of culture to that of mass-produced objects. He therefore portrays the commodity as a metaphor for culture by equating its means of generation, which relies on standardized industry, to that of cultural production. Not habituated to fundamental discussions of capitalism and political economy, the inclusion of such material will challenge existing definitions of objects within the debate of design history.",
2002,V. Margolin; S. Margolin,A ‘social model’ of design: issues of practice and research,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2729&context=drs-conference-papers,"Compared to the “market model,” little theorizing has been done to produce a model of design for social need. This paper discusses a process of social service intervention that can address the product needs of vulnerable populations. This process follows a problem-solving approach whereby a professional or professional team works collaboratively with clients to improve their quality of life. A number of options for how product designers might work with such an intervention team are explored. The authors then outline a program of research. A multi-faceted approach to address questions related to social design would include survey research and interviews, content analysis of archival data, the development of case studies, participant observation, and research that centers on the development and evaluation of socially responsible products. Questions related to the education of a social designer are also considered.",
2002,S. Boess; D. Durling; C. Lebbon; C. Maggs,An Indian who doesn’t know how to grow the maize,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2683&context=drs-conference-papers,"In user-centred design, a common ground that emerges is an orientation towards research into the needs and wishes of consumers. Hermeneutic phenomenology can be adopted by a designer to investigate her/his own activity and use of knowledge in designing. A reflection of this kind is presented here. It is based on design and research activities in the domain of product design, in which the realization of user-centred design was sought by means of preliminary user research, application of its results in design work, and evaluation of the outcomes through renewed user research. The outcome of the reflection is the formulation of a generative metaphor for further design and research. This generative metaphor is derived using analytic and exegetical approaches from hermeneutic phenomenology. Thinking of the designer as “an Indian who doesn’t know how to grow the maize”, it is proposed, addresses questions of an integrative view on the design task; the proximity between designers and consumers; and the use of projection to distinguish between users’ present situation and a potential future one. In exemplarily presenting this metaphor, the paper hopes to contribute to an already growing resource of knowledge in the discipline of design, and user-centred design in particular, on the possibilities, responsibilities and implications of designers’ professional activity.",
2002,F. Giannini; M. Monti,An innovative approach to the aesthetic design,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2703&context=drs-conference-papers,"As the aesthetic aspect of a product is becoming more and more important in customers' decisions, there is an increasing need of tools able to express and preserve the styling intent during the product development cycle, while offering an interaction with the user much more adherent to his mentality. The European Project FIORES-II (Character Preservation and Modelling in Aesthetic and Engineering Design) is aimed at creating innovative CAD tools capable to capture and preserve the product aesthetic character and make it accessible in a multi criteria approach for styling and engineering design optimisation. In order to explore the possible relationships between emotional character and product shape, an extensive analysis has been carried out, thanks to the collaboration of industrial designers in the automotive field, such as BMW, Pininfarina, Saab, and in household supplies field, such as Alessi and Eiger. In this paper, the main outcome and the innovative design functionality defined on the basis of the results of the above mentioned research will be presented.",
2002,D. P. Doordan,An interpretive framework for research on the history of materials,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2696&context=drs-conference-papers,"This paper describes an interpretive framework that can be applied to the history of materials in the modern era based on a triad of critical terms: fabrication, application and appreciation. Fabrication deals with the initial stages in the life cycle of materials. It refers to the extraction, refining and preparation of materials for initial use. Application deals with transformation of materials into products. Appreciation deals with the reception of materials by the entire community of users who come into contact with the material. In contrast to deterministic approaches to materials, the framework described here accepts the problematic nature of materiality in the modern era and allows historians and designers to integrate perspectives and methodologies from a variety of disciplines.",
2002,T. Love,Are ‘the reflective practitioner’ and ‘learning cycles’ suitable foundations for theories about designing and design cognition,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2724&context=drs-conference-papers,"This paper challenges the use of the concepts ‘reflective practice’ and ‘learning cycles’ as a basis for analysing designing, for building coherent theories about human designing, and for developing design methodologies. It develops the argument via two paths: a review of the original formulation of the concepts of ‘reflective practice/practitioners’ and ‘learning cycles’; and an analysis of the implications of recent findings in the areas of brain and neurology research for building theories about designing. The paper suggests researchers have over extended the use of the reflective practice and learning cycle concepts: concepts that were devised as relatively coarse structural formulations bringing together some of the more obvious macroscopic characteristics of individual human functioning for business consultants and educators. It argues that new micro-level understandings of design cognition emerging from brain and neurological research offer a better basis for building theories about designing.",
