Publication Year,Author,Title,Url,Abstract,Keywords
2006,Christopher Kueh,A constructivist approach to wayfinding map studies: Construction of spatial knowledge in people-map-space interactions,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2614&context=drs-conference-papers,Effective wayfinding map design requires the application of knowledge about how people interact with maps and the actual environment. This paper presents a research that applied constructivist perspectives to study the ways people construct individual spatial knowledge by interacting with maps and the actual environment. The findings revealed that people construct spatial knowledge based on experience and active interactions with entities in a specific built environment.,"knowledge construction, information design"
2006,M. Haarakoski; M.E. Johansson; J. Lundberg,"A Guide to Methods for Small and Medium Sized Enterprises (SMEs) Designing for New Markets, Based on Cultural Research Experiences",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2552&context=drs-conference-papers,"One factor determining an industrially produced product’s success is how well it complies with customer needs. When small and medium size enterprises (SME) launch products onto new foreign markets, it is important to conduct cultural research to take customer design preferences in to consideration. This study, based on experiences from field studies in three countries, the USA, South Korea and Germany, can offer the SME´s designer with guidance of how to collect information about cultural design preferences in practice. The aim is to show the SME how to conduct design studies by themselves and what the benefits are of doing so. Conventional methods, such as questionnaires to attain quantitative data along with observations and interviews to attain qualitative data, were used. The goal was to explore different approaches to acquire sufficient amount of interviews and answered questionnaires from varying target groups. The SMEs can benefit from these experiences, therefore perform their own design research more efficiently and profitably. The outcome of a successful design study in a foreign culture is greatly affected by the preparations done before the actual field research, such as acquiring contact persons in the target country and ensuring that the chosen methods and approaches apply.","design research methods for designers, design and culture, product design, small and
medium sized enterprises"
2006,Rob Cowdroy; Michael Ostwald; Anthony Williams,A New look at Design Thinking: Research in Progress,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2595&context=drs-conference-papers,"This paper reports on work in progress in a programme of highly innovative cross-disciplinary collaborative research into design thinking. This research programme departs from current reductivist theoretical approaches to design including computational and neuroscience models; instead the programme uses empirical methods from behavioural and cognitive psychology, social anthropology and neuropsychology to study elite designers at work. Designers are usually characterised as creative individuals who work alone and autonomously, and design education is almost universally oriented accordingly. In practice, however, designers also typically work in two other key environments: in design teams and in interaction with computers in CAD environments. Pilot studies indicated that differing thinking processes are required for elite design performance in each of the three environments, and this research programme is developing comparative models of the thinking processes of designers working at elite levels in each of these three key environments. This research programme promises to achieve a significant “break through” to a new understanding of the complex psychological processes of designers, particularly elite designers, at work in their work environments, and the comparative models derived from this research will provide a new basis for recognition and education of designers and management of complex design environments.","design, creativity, thinking"
2006,Ting-Ju Lin; Michael A R Biggs,A preliminary study of learnable pictogram languages,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2563&context=drs-conference-papers,"Pictogram languages that are based on a non-phonetic idea were the earliest symbols such as Cuneiform and Chinese in oracle-bone (Rogers, 20005). In the other words, pictogram languages have existed ever since the Egyptian hieroglyphs around 3000BC and Chinese Oracle-bone scripts from about 1400 to 1200 BC (Robinson, 1995). The two writing systems are composed of pictograms, and most parts of them are also based on non-phonetics. Users of hieroglyphs and Chinese Oracle-bone scripts had to learn the symbols which resembled the meanings and natural object they represented. This article suggests that non-phonetic pictogram languages are learnable with examples, like: Blissymbolics, Picture Communication Symbols, the Elephant’s Memory, and ASCII. The article also discusses how they could be analyzed and compared. My research has shown that Blissymbolics and Picture Communication Symbols are more popular with disabled patients, partially because they use a linear structure. I would like to compare these two with the Elephant’s Memory, which employs a non-linear structure that can result in several meanings. ASCII pictograms are far more flexible and can offer the more user feedback ideas.","pictogram languages, Blissymbolics, Picture Communication Symblos (PCS), the Elephant’s
Memory, ASCII"
2006,Y Nomura; Y Ujiie; Y Matsuoka,A Proposal of Design Method Based on Hierarchical Design Model and an Application for Automotive Seat Designs,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2551&context=drs-conference-papers,"In the early process of design where a conceptual design and a basic design are done, a structural model is often used by designers. On the other hand, in the late process of design where a detailed design is done, a mathematical model is often used by engineers. In the conventional studies, a design method that has an ability to support the building of both models has not been proposed. In this study, the Hierarchical Design Model proposed by Matsuoka was paid attention to. Firstly, the Hierarchical QFD that reflects the features of Hierarchical Design Model has been expanded into the method that has an ability to grasp clearly sidebar impacts by introducing ISM method into it. Secondly, a selection method of design factors necessary for building a mathematical model from the Hierarchical QFD has been proposed. Consequently, a design method that has an ability to support the building of both models has been proposed. Then the proposed design method has been applied to each of the driver and the passenger seat design. As a result, two different design solutions that properly considered each usage environment have been obtained, and the effectiveness of the proposed design method has been confirmed.","Design Methods, Design Theory and Methodology, design support, Structural and Mathematical
Model"
2006,C. H. Burnette,A Theory of Modal Thinking in Design,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2625&context=drs-conference-papers,"This paper outlines a theory of design thinking that posits modes of thought that collaborate to achieve intentional goals regarding problematic situations. The intent is to provide a model for design thinking that can be computationally supported and applied in practice and to provide an operational basis for research on the use of each mode during design. The modes of thought are described and outlined; concepts of intentional frame and sub-modes are introduced; an example of modal thinking in design is presented, and a computational structure to model and support modal thinking is suggested.","cognition and design, design cognition, theory of design, knowledge construction, philosophy
and theory of design"
2006,R.W.Y. Wang; C.H. Sun,Analysis of Interrelations between Bottle Shape and Food Taste,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2532&context=drs-conference-papers,"In general, the package design should make consumers associate the product’s taste from visual stimulation. This study aims to investigate the correlations between the shape of food bottles and taste association in 3 stages: (1) classification of the taste of food products on the market; (2) analysis of the features and dimensions of food bottle shapes; and (3) survey of the association between food bottles and tastes. Findings indicated that there are 13 types of packages relating to taste, including single tastes: sour, sweet, bitter, savory and spicy tastes; and mixed tastes: sweet and sour, savory and sour, sweet and savory, sweet and spicy, savory and spicy, savory and sour and spicy, savory and sweet and sour, and sweet and bitter tastes. According to observations, the common features of bottles include the mouth, neck, body and bottom, and each of them has different dimensions. Similarities of these features according to 191 samples are: the cover is located at 1.6-2.5cm of the bottle; the intersection angle of the neck is 151°-180°; the body height is 6-10.9cm; and the bottom width is 6-10.9cm. Results of the survey on the correlations between the bottle shape and taste association indicated that respondents can associate the sour, spicy, sweet and savory, sweet and spicy, savory and sour and spicy, and sweet and bitter tastes from the shape of bottles with similar features. What is noteworthy is that respondents found it difficult to associate a bottle shape with 2 or more tastes.","taste association, bottle shape, food content, package design"
2006,J.L. Heintz,"Architectural Thought Experiments, Verisimilitude and argumentation in predicting architectural quality",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2542&context=drs-conference-papers,"they must predict the future. In this paper, I make a modest proposal for assisting in such ‘predictions’ – a method for testing the degree to which the designed building will actually meet the goals of the client and designer. Combining thought experiments, as used in physics, and Ensembles of Use as proposed by Richard Hill, the tool I propose here – the architectural thought experiment – will, I hope, have the advantage of speed, and can (at least partly) fulfill the role played by physical testing. Through examining the strengths and weaknesses of these and other existing methodologies, I propose a series of basic concepts which help to make it possible to make a bridge between architectural form and the client’s goals. The proposed thought experiment is suggested as a means not only for testing design conceptions but also for generating arguments that will help architects convey to clients the reasoning behind their designs.","architectural design & practice, design evaluation, design experiments, method, user needs"
2006,N M Sadowska,Are we designing female audiences? The case of BEME.com a women’s commercial online portal,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2593&context=drs-conference-papers,"Feminist critique of design practice has drawn attention to continuing problems women have as design practitioners and design consumers. A case study analysis of BEME.com, a commercial online portal design for female Internet users, offers an opportunity to address some of the issues such a critique raises. Notwithstanding that Internet technology and design offer new means of communicating with women, a feminist critique highlights that particularly within a commercial context there is an unwillingness within design practice to problematise its participation in the processes that embody gendered meanings. Instead, gender frequently features as part of design practitioners’ creative toolkit when designing for female audiences. This paper maps out ways in which design practitioners, whilst creating BEME.com, ‘design’ their female audience through a reliance on gender as a tool of differentiation and definition. The paper draws on documents obtained from the commissioning publishing house and interviews with the design team and online/publishing industry professionals to substantiate the analysis. Its purpose is to argue that contemporary design practitioners need to recognise the significance of questioning women’s participation in and consumption of, design practice.","feminism and design; female web users; design and information technology: interface design, user-designer experience; consumption"
2006,Gesche Joost; Arne Scheuermann,Audiovisual Rhetoric A Metatheoretical Approach to Design,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2528&context=drs-conference-papers,"""Wherever there is design, there is rhetoric""—in this way Kenneth Burke's quotation from 1950 can be modified in order to describe the fundamental relation between the two disciplines. Rhetorical scholarship provides a set of rules and techniques for effective communication as well as a system, how to apply them with the most impact on the audience. In the approach introduced in this paper, rhetorical scholarship is transferred to design. Therefore, we present a model, which describes the design process from a theoretical point of view. We show that design can adapt basic rhetorical categories and tools for the practical work, its analysis and evaluation. To apply rhetoric's knowledge and system to design processes leads to a fundamental understanding of the main forces occurring between designer, medium, and user. An introduction to the historical relations between design and rhetoric illustrates the possibilities of applying rhetorical theories to visual as well as to audiovisual forms of communication. Furthermore it is shown, how the rhetorical framework in detail can be adapted to describe the design process, especially focusing on techniques for addressing an audience, on specific methods for analysis and evaluation, and on rhetorical figures that are used in design processes. The competence of this approach will be illustrated with a case study on Audiovisual Rhetoric.","design theory, information visualization, interdisciplinarity, research methods, Audiovisual
Rhetoric"
