Publication Year,Author,Title,Url,Abstract,Keywords
2012,Maral Babapour; Björn Rehammar; Ulrike Rahe,A comparison of Diary Method Variations  for Enlightening Form Generation in the  Design Process,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2367&context=drs-conference-papers,"This paper presents two studies in which an empirical approach was taken to understand  and explain form generation and decisions taken in the design process. In particular, the  activities addressing aesthetic aspects when exteriorizing form ideas in the design process  have been the focus of the present study. Diary methods were the starting point of this  research for investigating the form generation process through collecting self-reflective  comments from the participants. The main focus of this paper is to address potentials and  limitations of the three variants of diary method used for data collection, namely,  unstructured diaries, structured diaries and visual diaries. A set of method evaluation  criteria was developed to compare the structure of the diary variants. By qualitative  analysis of the results and comparison of the diary variants, strengths and weaknesses of  each variant were identified. One of the prominent factors in the diary variants was pegged  to be due to the logging delay after the occurrence of the activities.","design process, form generation process, research methods, diary research, diary  formats"
2012,Orkan Telhan,A Critique of Design Methods  in Synthetic Biological Design,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2497&context=drs-conference-papers,"Today, with the emergence of Synthetic Biology, living systems are increasingly conceived  as design products that can circulate outside laboratories, factories, or distant farm lands.  From medical applications to fashion, product, graphic design, and architecture, biological  designs claim the potential to shape the social norms and influence the aesthetic, economic,  ethical, and moral values of everyday.  Synthetic biological design shares tools, techniques, and paradigms with most modern  design disciplines. Designers compose biological forms and functions running modeling  and simulation software; order standardized biological parts from online libraries and  databases; ask companies to synthesize gene products to prototype their designs; and build  complex artifacts, applications and services that interface with human wants, needs, fears,  and desires on a daily basis.  The interaction with other design disciplines not only fuels biological design’s creative  potential, but also introduces new limits. The object-, part-, and component-centric design  methods inherited from analytical design and engineering are currently the prevailing  paradigms that define the way we can imagine, represent, design, and fabricate living  artifacts.  In this paper, I argue that there is an increasing need to diversify the approaches to  modern biological design. I present a series of abstractions that define the units of  biological design and become the basis of new biological products and applications. These  representational paradigms not only inform the design process, but, more importantly,  determine the perception of the synthetic living and its use and function within the broader  values of the society. My overall goal is to discuss the current research within biochemical  design space and point out the emerging undercurrents that can lead design research into  more discursive directions.","synthetic biology, unitary design, abstraction, functionalism"
2012,Ching Hsiang Huang; Zhao Si Ho,A Discussion on the Environmental  Evaluation Tools of Care Institutions for the  Elderly,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2418&context=drs-conference-papers,"With the tendency of the aging of the population all over the world, the life of the elderly  has become a significant issue in the future development of social welfare.This leads us to  review once more the security and propriety of existing care institutions. The study is aimed  at studying the environment of two private-run and small-scale elderly care institutions and  a senior citizen's welfare institution with the judicial person through Post-Occupancy  Evaluation. In this way, the research results are analyzed and concluded from the test  criteria stipulated by the Taiwan government and the marking criteria with regard to the  elderly’s needsstipulated in this thesis as well as the visits and interviews. Based on the  research analysis and interview records, it is found that there still exist several issues about  the elderly care institutions and suggestions regarding such are made.There is also a  difference between the evaluation tools used by public sector and this research. Despite the  stiff rules, however, the living condition and happiness of the elderly are reduced or even  neglected because of the limited scale and capacity of the care institutions. As a result, the  design and legislation, as well as the implementation of the evaluationand the said  requirements should be emphasized in the future","the elderly, long-term care nursing home, environment evaluation"
2012,Maria Göransdotter,A Home for Modern Life: Educating taste in  1940s Sweden,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2401&context=drs-conference-papers,"This paper focuses on how interior decoration and taste was seen and taught in relation to  the vision of the ideal home in 1940s Sweden. Two phenomena that are focused on are  surveys of how people actually lived, and the attempts made to alter that way of living. The  activities of Svenska Slöjdföreningen (SSF, the Swedish Society of Industrial Design) is  used as a prism for discerning the discourse on domestic interior reform, and the study  consists of a close reading and analysis based on archival material and publications linked  to SSF. Part of the archival material consists of survey protocols and photograph, of  Swedish homes, from a survey into “dwelling habits” initiated by the Association of  Swedish Architects (SAR) and the SSF. In the late 1930s and early 1940s, these kinds of  surveys were made in order to analyse the standard of living, and the usage of homes and  furniture with the aim to find adequate ways of building better housing, of producing better  furniture, and of educating people to be more modern and enlightened consumers and  home-makers. Based on these findings, courses were given on how to furnish and decorate  the home. Through courses in how to furnish and decorate the home, the ideal home was to  become real. I mean that the concept of “taste” was almost as important as the concept of  “home” in the vision of what modern Swedish society should be like, but that manifesting  “good taste” in the home in the 1940s meant something more than merely creating an  aesthetically pleasing or beautiful interior. Taste was, above all, seen as an indicator of the  degree of modernity and social awareness of people.","design history, interior design, taste, modernity, everyday life"
2012,Yen Hsu,"A Longitudinal Study on the Effects of  Innovation, Marketing Strategy on Product  Design and New Product Development  Performance",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2417&context=drs-conference-papers,"In enterprises, innovation, marketing, and product design should closely coordinate each  other. Past studies did find some practical actions for product design in enterprises so as to  reach the expected performance in new product development. But literature regarding the  relationships among innovation, marketing, and design strategies for new product  development is limited.  In this study, a theoretical model was built up by the analysis of the literature related to  enterprise innovation, marketing, design strategies, and new product development  performance for the pilot questionnaire survey. 1300 enterprises from the database of the  Taiwan electronic and computer industry were randomly chosen as the subject pool for the  formal survey. In two longitudinal surveys, the managers for new product policy in these  companies were interviewed. In the first survey, situations regarding the marketing,  innovation, and design strategies of the enterprise were investigated, from which 350  effective questionnaires were gathered. After a year of the introduction of new products in  the market place, a second survey was conducted for the collection of new product  development performance, from which 270 enterprises returned and were used for further  analysis.  The structural equation model (SEM) and fitness of the observed data were analyzed. A  proper goodness of fit has been found for the correlation theoretical model and observed  data for innovation, marketing, design strategies and new product development  performance in enterprises. The innovation and marketing strategies in an enterprise will  influence the performance of new product development through design strategy. Among  them, design strategy serves as an independent variable and an intervening variable for  new product development performance. Results from this study were also compared and  contrasted with those from past studies in theoretical and practical design domains in  terms of innovation, marketing, and product design.","marketing strategy, innovation strategy, design strategy, NPD performance"
2012,Jesvin Puayhwa Yeo,A Pilot Study to Investigate the  Disconnection between Researched  Theory and Creative Practice in Visual  Communication Research Projects,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2515&context=drs-conference-papers,"Research will play an important role in art and design education as the number of art  and design research degree student increases. Yet ‘the relationship between creativepractical  work and research protocols still remains a contentious issue’ stated Hockey.  The missing link between researched theory and creative practice has been unable to  develop the depth and relevance of students’ creative practice. From the perspective of  Asian undergraduate studies, this paper seeks to explore students’ abilities and knowledge  of research methodologies. This paper is not proposing a method or a solution to bridge  the disconnection between researched theory and creative practice. But rather, it aims  to establish whether the issues in question exist in the field of visual communication.  This paper reports on the development, pilot testing and initial result of the research.  A pilot test with eleven samples was conducted using qualitative research method.  The study used five main steps of the ‘developing grounded theory through the case study  method’ by Berg (2009): Research Idea, Design, Data Collection, Analysis, and Reflection.  The samples taken are from one school as teaching approaches and learning directions  differs in other schools. The collected data is then analyzed by the content analysis  method and NVivo 9 is used to organise and code the collected data.  Initial result shows that there is a disconnection between researched theory and  creative practice in the area of visual communication and the key factors are due  to students: a) limited knowledge of research methods and theories, b) incapability  of applying theories to creative practice and, c) inadequate understanding of research  report structure. Data gathered and initial result are presented in a simplified form  for analysis and discussion.","research theory, creative practice, visual communication"
2012,Ta-Wei Kuo; Yi-Lin Lo; Chao-Hsi Ho,A Preliminary Study on Teenagers Aesthetic  Cognition Schema Using Six Painting  Themes,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2430&context=drs-conference-papers,"The concept of schema is extensively applied into many fields like sociology, cognitive  development, art therapy, etc. Generations with identical social background also differ in  cognition of sub-cultural features and aesthetic feelings. Therefore, if testees of different  ages are asked with same-topic questions, it’s possible to generalize common features and  characteristics of perceptions under such theme, discover discrepancies between different  ages or variables, and develop evaluation indicators.  This study conducts two stages of investigations. At the first stage, testees are grouped  according to their ages. 175 people draw pictures in terms of the topic, and different-age  testees’ presentations of the same topic are compared. At the second stage, 190 teenagers  are asked to describe details in words; common vocabulary of teenagers’ aesthetic  perceptions and graphics symbols are studied, functioning as a preliminary investigation  into the construction of teenagers’ aesthetic schema.  Research results show differences in form and style between teenagers of identical age are  caused by formative education and individual capability and taste; their discrepancy in  drawing expression is even greater than across-age difference. Moreover, teenagers’  presentations of visual symbols really have some common visual words of the times. A part  of these pictures embody a cross-age common presentation of cognitive symbol feature.  Testees of different genders also differ in using pictures to express different words.  Findings of this study can act as a basis of future researches and imply a trend of  investigating cognition schema of symbol and graphic presentation.","schema, painting, cognitive development, aesthetic identity"
2012,Fiona Maciver,A Profession in Flux: An era of leadership  for consultant designers in NPD,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2444&context=drs-conference-papers,"This paper seeks to discern and chart the recent flux in the territory of practice in the  consultant industrial design profession. External market conditions, such as globalisation  and the repercussions of immediate digital communications, are evolving to create new  ways and approaches to business, manufacture and consumption. These changes are  having great impact upon the design industry, and it is suggested that design is moving into  a new era of ascendency. Using a qualitative case study methodology, the research  uncovers a distinct shift towards ‘design leadership’ in the context of the new product  development (NPD) process for mature product categories. This flux is manifest in three  key areas – designer remit, an expansion in the designer’s skillset, and an increased  weighting in the importance of design interfaces. The notion of design leadership is  identified, defined and described. Finally, the research develops a model to assist  practicing designers navigate these changes.","design profession, design leadership, design relationships, designer-marketer  interface, NPD, industrial design"
2012,Joon Sang Baek; Ezio Manzini,A socio-technical Framework for  Collaborative Services,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2368&context=drs-conference-papers,,
2012,Deny Willy; Yukari Nagai; Himasari Hanan,A Study on the Characteristic of Thought of  3D Digital Architects,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2510&context=drs-conference-papers,"From ancient times to today, creative thinking has strongly indicated the role of an  ‘imaginative experience’ which positively influences creativity. This paper aims to study the  characteristic of thought of 3D digital architects by using content analysis. First, we  determine two factors: the theory of interactivity in digital media and the study of early  thoughts concerning imagination. These factors are set in order to analyse the  heterogeneous information of the thought of 3D digital architects. Next, a survey is  conducted through the official website of two popular figures in 3D digital architecture:  Frank O. Gehry and Zaha Hadid, as well as other Internet resources that have published  their thoughts or comments, which were then analysed through content analysis. This study  introduces the characteristic of thought of 3D digital architects; this characteristic  demands the engagement of virtuality and imagination. The findings of this study will  encourage digital architects to direct their characteristic of thought towards virtuality and  imagination. This research could be developed more extensively in the future.","characteristic of thought, 3d digital architect, engagement of virtuality, imagination"
