Publication Year,Author,Title,Url,Abstract,Keywords
2004,Richard Fry,A Common Mental Model of the Design Process.,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2263&context=drs-conference-papers,"A successful Design Process should be a tool to assist the designer in consistently delivering creative, appropriate results. What are the characteristics of a process that would do this? This paper/presentation will focus on the characteristics of a successful Design Process and the creation of a mental model that defines and harmonizes the different terms Design Tools, Design Methods, and Design Activities. Additionally, this paper will present ways of using this tool to define curriculum, identify personal strengths, and create and market proprietary design services for design consultancies, design departments.",
2004,Young-Soon Park; Hyun-Jung Lee; Eun-Jeong Kim,"A Comparative Study on Colors in Traditional Palaces of Korea, China and Japan.",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2217&context=drs-conference-papers,"The purpose of this study is to find out the characteristics of colors in the traditional palaces in Korea, China and Japan. The architectural skills of Korea and Japan were primarily originated from China, but the architectural forms and skills of three nations are very different from each other. Therefore it is very meaningful to study the characteristics of traditional architectures among three nations. It is to be noticed that the common characteristics of the three palaces were natural colors from their own environments and culture based on humanism. However the color styles were revealed very different from each other. The typical colors of China were mostly various, and Japan showed more achromatic colors. Korea had both chromatic colors and achromatic colors in harmony. The Chinese architectural skills influenced on the traditional architectures both Korea and Japan equally, but the architectural forms were developed differently for each other. In the results, the specific color characteristics and differences were found among the three architectures. With these findings, it is available to understand the culture of the three countries and to get the concept of making their own unique characters.","raditional Colors, Changduck-Palace, Nijo-Castle, Forbidden City"
2004,Hyun Jung Lee; Young Soon Park,"A Comparative Study on Pattern in Traditional Palaces of Korea, China and Japan.",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2321&context=drs-conference-papers,"The purpose of this study is to ascertain the pattern in traditional palaces among those in the neighboring three nations of East Asia, notably Korea, China and Japan. The basic assumption underlying this particular academic study is that these northeastern Asian states have been developed a unique inter-cultural ties over long periods of time in history, culminating in their respective design cultures. Moreover, there are the similarities as well as dissimilarities more conspicuous than the traditional palaces since the traditional palace is the intensive space of the design elements and in better preservation than any other building. Thus, it would appear most feasible to incorporate the individual space cases into a common typological setting, which will be followed by an extensive comparative analysis. Undoubtedly the ultimate goal to be pursued, by so doing, has to be inquiry into the identical prototype of Korean pattern.",
2004,Ya-Chen Kuo; Dengchuan Cai,A Compare Study on the Construction Principles of Chinese Characters and the Product Semantics.,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2302&context=drs-conference-papers,"Both product semantics and construction principles of Chinese characters are techniques using for form creating. Product semantics was used for interpreting product meanings by product designers and was prospered since 1980s. The construction principles of Chinese characters were a set of methods for creating Chinese characters which were generalized by Xushen around 100 AD. Product semantics includes five principles: metaphor, simile, metonymy, allegory, and analogy, while the construction principles of Chinese characters are: physical resemblance principle (Xiang-Xing), indication principle (Zhi-Shi), implication principle (Hui-Yi), principle in combination with shape and pronunciation (Xing- Sheng), principle in combination analogy principle (Zhuan-Zhu), and substitute principle (Jia-Jie). This study described the meaning of these two techniques and compared the similarities and differences between them.",
2004,Li-Chen Ou; Ming Ronnier Luo; Guihua Cui; Angela Wright; Andrée Woodcock; Monica Billger; Beata Stahre; Rafael Huertas; Alain Tremeau; Eric Dinet; Klaus Richter,A Cross-Cultural Study on Colour Emotion and Colour Harmony.,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2216&context=drs-conference-papers,"This study investigates: (a) the relationship between colour combinations and adjective combinations and (b) to verify the colour harmony theory developed by Angela Wright (called the Wright theory in this study). Two experiments were carried out with subjects from the following six countries: Britain, China, France, Germany, Spain, and Sweden. In Experiment 1, 100 adjectives and 32 colours were used as stimuli presented on a calibrated Cathode Ray Tube (CRT) monitor. All the colour stimuli were selected evenly from four colour groups, CG 1 to CG 4, which were defined according to the Wright theory, and so were the adjectives, which were selected from four adjective groups, AG 1 to AG 4. In each trial of the experiment, four 5-colour wheels and one 5-adjective combination were presented altogether on the CRT. Subjects were asked to correlate one from the four colour wheels with the adjective combination presented. Experimental results show good agreement between the subject responses and the Wright theory, especially on AG 2. In Experiment 2, subjects were presented with two colour wheels in each trial and were asked to choose the one that appeared more harmonious than the other. Experimental results show good agreement between the subject responses and the Wright theory. The comparisons of experimental data between subject groups (from the six countries) show little cultural effect on colour harmony.","colour design, colour planning, cross-cultural study, colour emotion, colour meaning, colour harmony"
2004,Martyn Evans,A Design Approach to Trends and Forecasting.,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2286&context=drs-conference-papers,"This paper engages with the literature, design thinking, theory and practice on trend forecasting. It investigates how designers use trend forecasting in their design process and how they in turn, embody and predict trends through their own engagement with the drivers behind them - social, cultural, technological, economic, political and environmental. Trend forecasting utilises a multi-disciplinary approach drawing upon expertise from outside of the design domain. This includes input from futurologists, trend forecasters, psychologists, technologists, sociologists, and scenario builders as well as designers. The information and insights formed are utilised within the design process, by designers, to inform, validate and endorse design decisions. The methods used to convey this information – primarily visual, yet factually grounded – are the triggers that designers utilise. The appropriateness of these communication methods to the design process will be considered. Scenario Planning is one of the approaches utilised in trend forecasting and provides the link between the future and strategy. Lindgren and Bandhold (2003) identify that the new millennium has increased the need for organisations to prepare for the non-preparable. Designers are essential in this process and help to formalise organisational strategy. Their approach to this is multidisciplinary and draws upon various concepts, models and tools. The paper uses case studies to illustrate the importance of future thinking in the design process engaging with ‘Design for Future Needs’ EU research project. Future focused design has played a role in shaping the decisions of designers for many years. This paper will identify the methods designers use to envision the future and discuss how these methods may be formalised and further integrated into the process of design.",
2004,Eugene Chen; Andrée Woodcock; Stephen AR Scrivener,A Designer-Centred Method for Ergonomically-Informed In-Car Device Design.,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2254&context=drs-conference-papers,"A gap has been identified in evaluation methods that can be used by in-car device designers to capture the usability problems of representative end users, during concept design. Usability information has a vital role to play in design, yet all too frequently, this information is only gathered once concepts are stable and mature. At this stage ergonomics information and recommendations cannot have a major role in influencing the final design. Additionally many evaluation methods fail to evaluate in-car devices in their context of use, i.e. as a secondary task. An evaluation method is needed for concept design, that can be used by designers, and that provides them with useful, usable information relevant to their current design problems. This paper outlines the features, and development process of a designer-centred, simulation-based evaluation method tailorable to the evaluation of in-car interfaces.",
2004,Ku Feng Yen; Tze Hsun Wang; Kai Ming Liu; Chun Di Chen,A Differential Study on the Influence of Prior Experience and Visual Stimuli in Idea Generation with Analogy Method.,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2243&context=drs-conference-papers,"One of the purposes of design education is to teach designers to employ their prior knowledge and experience to solve problems encountered in the design process, thus making the process more efficient. Design techniques, however, are to improve on design ability through simple and easy learning rules in design education. This study targets the most challenging phase in the design process, idea generation and modification, by emphasizing association and analogical deduction method. Contemporary contributions in the literature on design methods mostly favour descriptions of implementation manners, contents, procedures, and advantages or disadvantages; few rely upon actual design tasks to illustrate the strengths and weaknesses of a particular design technique. Such descriptions often merely verify certain methods without detailing factors that support or hinder applications of methods, which may influence designers? evaluations and understanding. Consequently, the present study will attempt to explore the merit of analogy method by analysing priming graphic stimuli, field inspection, and subsequent ideas produced. If differences in stimuli and inspection locations play a role in affecting design results, then quantity and quality of ideas generated should reflect such effects. Furthermore, this study will analyse the effects of stimuli and locations on the design process, as well as the relationship between the results and the affected process.",
2004,Chun-Wen Chen; Manlai You; Sang-Chia Chiou,A Framework for the Visual Representation of Spatial Information on the Web.,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2200&context=drs-conference-papers,"Map is a natural way to represent spatial information. Nowadays it’s also very popular to get map service on the Web. Although such maps are mainly to provide information about places for people’s daily life, they may not be well designed to fulfill the functions. Most electronic maps on the Web, or so-called Web maps, follow the forms of traditional topographic maps, not like the pictorial maps in our daily life. For the limitation of screen resolution and file size on the web, it’s not even feasible to transfer large high-resolution illustration-like map to the Web. We would like to propose a framework to combine the concepts of geographic information system (GIS) and schematic maps to extend the possibility of visual representation of spatial information on the Web. The information management of GIS could handle the dynamic spatial information, and representation of schematic maps could satisfy the spatial cognition ability of people. We used interactive multimedia technologies to implement the interface of the Web map system. By the application of technologies, the map part on the Web map is not only a visual representation but also an interactive interface of the system. The framework for visual representation of spatial information could be applied on the Web and on the other handheld appliance platforms of limited screen size, such as PDAs or mobile phones, for users and designers.","Map, Wayfinding, Interface design, Information Graphics"
2004,Wei Dai; Hernan Casakin,A Human-Computer Framework for Schema-Driven and Precedent-Driven Visual Analogy in Design.,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2259&context=drs-conference-papers,"The use of visual analogy is considered to be a most suitable aid for design problem solving. Reasoning by analogy deals with two main cognitive paradigms. The first one is concerned with schema-driven analogy, which is defined as the use of abstract experiential knowledge that can direct a design solution to a familiar problem type. The second paradigm has to do with precedent-driven analogy, and is distinguished by the use of a concrete prior design problem whose major components and its corresponding relationships could be explicitly mapped onto the problem at hand. In order to support the use of visual displays in design through schema-driven and precedent-driven cognitive strategies, an interactive computerized framework that applies knowledge management practices as well as artificial intelligence technology for supporting visual reasoning is proposed.",
